ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.73,7.15,7.17,3.23,28.58,58.56,100.95
0.63,6.23,6.85,3.91,28.3,60.31,100.68
0.6,5.92,6.84,7.31,26.44,67.5,100.85
0.68,6.63,6.95,6.2,25.94,69.12,100.96
0.63,6.1,6.91,4.52,25.91,66.94,100.84
0.66,6.42,6.66,3.73,26.79,59.88,100.86
0.7,6.76,6.78,3.53,26.19,66.06,101.27
0.72,6.86,6.86,2.23,26.62,60.31,101.49
0.71,6.78,6.76,2.62,27.6,55.56,101.37
0.59,5.57,6.48,2.34,28.88,49.5,101
0.64,6,6.45,2.2,30.43,38.56,100.59
0.67,6.27,6.39,3.2,29.85,46.12,100.66
0.58,5.41,6.03,2.24,30.21,61.94,100.74
0.59,5.42,5.58,3.18,33.08,36.25,100.63
0.67,6.21,6.2,4.42,29.12,59,100.69
0.7,6.36,6.36,4.48,27.38,67,100.6
0.42,3.8,6.12,6.62,26.57,72.62,100.57
0.62,5.54,5.98,5.96,27.33,75.44,100.73
0.68,6.1,6.13,5.03,27.16,70.44,101.26
0.75,6.66,6.67,3.4,26.11,52.19,101.36
0.71,6.28,6.35,1.91,27.6,52,100.73
0.51,4.48,5.79,1.95,28.82,46.38,100.2
0.72,6.28,6.34,2.5,28.26,44.94,100.6
0.72,6.26,6.22,4.01,26.1,59.44,101.09
0.73,6.33,6.43,3.43,24.99,58.06,101.16
0.7,5.94,6.26,2.38,24.84,58.94,101.06
0.68,5.8,6.01,3.69,25.83,66.19,101.03
0.66,5.61,5.92,4.64,25.34,69.69,100.98
0.27,2.23,5.69,2.88,23.79,73.44,100.95
0.62,5.23,5.84,3.51,23.44,70.44,100.87
0.72,5.97,5.96,4.07,23.47,69,101.09
0.66,5.43,5.88,3.49,23.55,72.38,101.46
0.47,3.82,5.58,3.08,24.17,74.62,101.55
0.48,3.84,5.41,2.56,22.41,76.38,101.45
0.64,5.2,5.6,2.57,23.06,68.62,101.23
0.66,5.31,5.7,2.47,23.27,62.38,101.15
0.7,5.58,5.61,2.67,23.8,61.69,101.08
0.7,5.48,5.48,2.47,24.99,64.62,100.97
0.59,4.67,5.35,4.78,22.94,69.62,101.25
0.5,3.9,5.2,4.05,23.63,73.19,101.18
0.63,4.85,5.37,2.81,23.96,71.5,100.91
0.57,4.36,5.33,3.18,23.06,72.81,101.06
0.72,5.44,5.42,2.2,22.91,71,101.27
0.68,5.13,5.31,3.2,22.48,68.62,101.29
0.72,5.37,5.38,3.34,21.29,64,101.34
0.42,3.12,5.11,1.41,21.37,67.44,101.24
0.51,3.74,4.91,1.24,22.87,61.56,101.07
0.67,4.9,5.05,1.81,23.66,64.25,101.04
0.69,4.95,4.98,4.41,24.05,76.06,101.2
0.59,4.23,4.78,5.85,24.19,80.12,101.36
0.66,4.67,4.84,3.46,23.52,77.38,101.39
0.69,4.84,4.84,2.4,24.12,66.38,101.12
0.69,4.81,4.81,2.7,26.05,48.69,100.96
0.59,4.14,4.57,2.5,25.07,57.06,101.23
0.41,2.79,4.4,3.29,25.08,61.94,100.99
0.6,4.08,4.41,1.6,23.82,50.94,100.62
0.69,4.62,4.59,2.73,23.2,78.19,100.92
0.64,4.3,4.51,2.73,23.13,76.62,101.13
0.66,4.42,4.52,2.84,22.62,71.62,101.36
0.66,4.3,4.59,2.84,21.39,78.44,101.46
0.66,4.32,4.49,2.47,21.08,78.5,101.56
0.69,4.44,4.44,2.41,21.29,79.62,101.59
0.68,4.35,4.38,2.25,21.19,84.94,101.56
0.69,4.38,4.35,2.46,22.35,74.69,101.5
0.7,4.36,4.37,2.55,22.08,71.06,101.43
0.7,4.37,4.35,2.04,22.05,55.69,101.18
0.66,4.11,4.12,3.66,21.73,71.25,101.45
0.68,4.16,4.12,1.84,21.67,76.88,101.68
0.7,4.24,4.2,1.62,21.63,67.94,101.45
0.64,3.86,4.01,1.55,21.61,65.75,101.31
0.64,3.84,3.93,2.08,21.51,80.19,101.39
0.63,3.74,3.85,2.06,21.47,76.75,101.62
0.62,3.67,4.12,3.69,20.13,76.75,101.86
0.7,4.08,4.11,2.06,19.25,69.94,101.9
0.7,4.04,4.06,1.62,18.99,66,101.71
0.66,3.78,3.95,3.08,19.51,75.25,101.69
0.62,3.5,3.9,2.95,19.76,72.81,101.9
0.45,2.52,3.81,2.38,18.8,73.31,101.39
0.7,3.9,3.87,3.02,19.34,56.38,100.69
0.71,3.97,3.92,2.82,19.98,42.62,100.91
0.51,2.82,3.44,5.35,22.3,37.88,100.65
0.59,3.23,3.79,3.46,17.93,44,100.35
0.73,3.96,3.93,4.69,15.64,52.56,100.58
0.54,2.91,3.75,4.23,15.91,55.06,101.03
0.7,3.75,3.75,3.44,16.26,52.25,101.19
0.66,3.51,3.68,2.8,16.26,72.62,101.81
0.6,3.18,3.53,2.18,16.86,61.62,101.64
0.2,1.04,3.34,5.23,16.26,66.25,100.78
0.44,2.26,3.59,2.27,15.59,62.19,100.65
0.64,3.3,3.68,1.88,13.98,62.69,100.66
0.74,3.82,3.78,2.35,11.44,59.38,100.72
0.7,3.6,3.63,4.76,10.34,56.5,100.27
0.65,3.28,3.51,6.2,11.05,58.19,100.24
0.73,3.68,3.75,3.53,10.22,57.62,100.89
0.52,2.57,3.46,2.68,12.33,53.69,100.74
0.34,1.69,3,1.95,14.32,78.19,100.14
0.17,0.85,3.06,4.19,13.51,82.12,100.47
0.72,3.55,3.52,2.61,13.44,68.75,101.32
0.73,3.59,3.54,5.3,11.3,69.62,101.47
0.73,3.53,3.48,3.04,12.51,64.12,101.52
0.67,3.25,3.47,3.95,12.93,67.31,100.97
0.59,2.85,3.34,1.59,14.9,59.12,100.74
0.68,3.26,3.33,3.48,13.73,72.56,101.22
0.73,3.48,3.46,2.82,12.14,71.62,101.79
0.41,1.93,3.3,2.58,11.67,75.44,101.26
0.61,2.91,3.33,2.07,10.89,69.56,101.06
0.56,2.69,3.28,2.93,10.27,70.31,101.06
0.5,2.36,3.22,2.11,10.12,81.5,101.24
0.09,0.44,3.17,8.41,9.83,84.5,100.22
0.3,1.44,3.07,8.02,12.44,81.75,99.8
0.38,1.78,3.05,2.62,11.94,79.81,101.03
0.7,3.31,3.27,2.62,11,72.69,101.31
0.73,3.46,3.42,5.41,9.62,70.75,100.91
0.61,2.85,3.3,3.92,10.09,71.75,101.08
0.61,2.87,3.26,2.66,9.84,74.56,101.9
0.38,1.76,3.28,1.45,9.9,83.31,102.01
0.32,1.49,3.14,2.17,10.18,81.75,101.92
0.7,3.31,3.32,3.67,10.06,75.25,102.23
0.74,3.46,3.43,3.09,9.18,64.56,102.11
0.72,3.38,3.35,1.52,9.09,66.25,101.88
0.71,3.34,3.33,4.01,8.35,68.06,101.62
0.48,2.29,3.17,5.8,9.21,63.75,101.08
0.33,1.55,3.07,6.02,10.4,65.56,100.59
0.73,3.42,3.4,5.05,10.71,78.88,100.74
0.32,1.53,3.22,3.17,10.89,76.25,100.76
0.74,3.52,3.49,2.81,8.77,68.94,101.76
0.73,3.46,3.42,3.7,8.39,65.38,101.9
0.58,2.74,3.38,5.13,8.71,66.56,101.35
0.55,2.63,3.46,1.9,9.82,71.19,101.2
0.7,3.38,3.46,2.84,9.25,65.88,101.01
0.65,3.13,3.39,3.35,8.71,70,100.86
0.7,3.37,3.44,2.83,7.73,67.38,100.93
0.73,3.55,3.57,2.59,8.08,63.19,101.29
0.74,3.63,3.59,2.47,8.29,59.06,101.32
0.18,0.89,3.17,5,9.48,76.12,100.56
0.5,2.45,3.07,3.38,8.46,85.88,100.86
0.61,3.03,3.43,4.59,10.4,83.5,101.68
0.64,3.19,3.42,3.05,9.05,77.44,101.89
0.62,3.11,3.49,3.1,8.55,78.19,102.05
0.59,2.95,3.44,1.68,8.49,68.25,102.08
0.49,2.48,3.58,1.76,8.83,59,101.92
0.7,3.55,3.68,1.9,8.51,70.12,101.7
0.73,3.79,3.77,2.27,7.88,62.56,101.7
0.62,3.21,3.63,1.78,8.31,58.94,101.71
0.72,3.74,3.78,1.48,8.92,60.69,101.4
0.2,1.09,3.32,3.75,10.47,91.38,100.93
0.41,2.15,3.15,1.65,11.06,80.88,101.13
0.32,1.69,3.31,2.64,11.65,88.75,101.06
0.68,3.63,3.75,3.8,12.23,77.62,101.12
0.66,3.6,3.89,4.47,10.33,67.31,101.25
0.58,3.14,3.81,4.73,7.79,67.38,101.49
0.65,3.57,3.94,3.09,6.48,69.06,101.59
0.53,2.96,3.97,1.85,7.12,59.12,101.19
0.7,3.93,3.89,2.48,8.6,58.44,101.13
0.59,3.34,3.83,2.74,11.63,63,101.08
0.45,2.53,3.54,2.2,10.6,79.12,100.62
0.38,2.18,3.77,2.56,10.95,86.75,99.99
0.55,3.19,3.98,2.41,11.03,75.44,99.83
0.41,2.35,3.95,5.12,12.11,78.5,100.65
0.73,4.26,4.21,2.14,10.77,79.12,101.25
0.66,3.93,4.07,3.77,11.3,70.44,101.01
0.57,3.4,4.15,2.78,11.62,66.56,100.69
0.52,3.13,4.27,2.98,11.23,71.25,100.67
0.59,3.57,4.31,3.29,10.79,73.94,101.14
0.69,4.22,4.43,3.55,9.32,70.12,101.54
0.66,4.1,4.47,3.76,9.25,66.94,101.45
0.74,4.62,4.59,4.86,10.81,61.75,101.05
0.67,4.22,4.59,3.82,11.11,62.19,100.98
0.48,3.1,4.31,2.69,11.3,80.19,101.08
0.5,3.23,4.34,3.48,10.48,82.38,101.3
0.52,3.32,4.5,3.5,9.62,70.56,101.39
0.71,4.67,4.8,2.77,8.42,81.06,101.8
0.72,4.76,4.85,1.48,9.73,72.25,101.78
0.76,5.02,4.99,3.73,9.83,65,101.2
0.73,4.91,4.87,4.12,11.14,59,100.93
0.48,3.21,4.65,2.1,11,61.44,101.01
0.73,4.97,4.95,2.6,11.27,67.5,100.99
0.54,3.73,5.02,3.88,12.12,62.19,100.84
0.72,5,5.18,2.16,12.35,54.75,100.82
0.66,4.67,5.02,3.94,12.3,80.81,100.43
0.25,1.74,4.06,4.93,13.09,79.69,99.19
0.74,5.31,5.33,6.39,11.65,61.19,100.25
0.73,5.28,5.46,4.41,10.94,53.75,100.58
0.45,3.3,5.32,2.13,10.25,52.75,100.73
0.42,3.11,5.28,3.65,12.17,49.88,99.89
0.74,5.5,5.49,2.64,11.31,62.06,100.71
0.69,5.13,5.34,2.27,12.85,54.06,100.72
0.61,4.6,5.3,3.07,15.08,58.75,100.56
0.74,5.61,5.64,2.41,12.82,71.94,101.41
0.73,5.56,5.66,2.57,13.67,64.44,101.12
0.71,5.48,5.46,5.66,15.56,52.88,100.27
0.69,5.31,5.88,4.88,11.81,51.25,100.6
0.54,4.23,5.66,6.83,10.26,57,101.22
0.48,3.78,5.82,3.25,12.31,62.88,101.54
0.75,5.93,5.91,5.02,14.8,52.81,101.42
0.73,5.89,5.99,5.23,15.69,52.25,101.01
0.67,5.4,6.05,5.31,13.78,57.06,100.68
0.56,4.56,6.07,6.2,13.23,50.94,100.66
0.72,5.87,6.1,4.35,12.36,58.31,100.64
0.75,6.22,6.24,1.92,10.59,54.62,101.21
0.76,6.3,6.36,2,12.68,52.75,101.09
0.65,5.43,5.9,2.24,16.8,45.31,100.73
0.73,6.13,6.19,3.11,15.14,72.75,100.59
0.53,4.52,5.84,1.86,17.67,60.06,100.24
0.53,4.57,5.51,3.07,17.21,53.81,100.06
0.71,6.1,6.24,3.33,15.32,78.06,100.64
0.55,4.77,5.8,2.2,20.01,62.06,100
0.61,5.3,6.44,2.58,17.71,55,100.01
0.72,6.35,6.65,2.17,16.65,49.94,100.85
0.72,6.33,6.65,3.11,18.09,45.25,100.92
0.69,6.15,6.63,2.27,17.98,60.88,101.12
0.75,6.75,6.76,1.98,17.26,63.56,101.64
0.73,6.65,6.73,2.3,18.42,59.94,101.52
0.75,6.79,6.75,3.94,20.68,45.88,101.05
0.7,6.41,6.61,3.32,18.11,65.38,101.27
0.73,6.73,6.97,2.77,16.55,65.69,101.56
0.74,6.88,6.92,1.74,18.69,49.62,101.46
0.76,7.02,7.01,2.95,22.01,40.19,101.14
0.73,6.81,6.95,2.2,22.39,42.88,100.96
0.69,6.44,6.93,2.59,19.46,56.12,101.32
0.67,6.36,6.84,3.05,19.02,52.31,100.99
0.63,6,6.71,2.8,20.4,57.62,100.35
0.52,4.93,6.56,3.86,19.25,63.38,99.96
0.75,7.21,7.28,2.24,19.01,54,100.74
0.74,7.18,7.17,3.01,18.76,61.31,101.03
0.73,7.05,7.08,2.28,21.69,51.38,100.87
0.52,5.03,6.5,4.07,24.87,30.75,100.61
0.45,4.4,6.42,3,21.68,50.69,100.57
0.64,6.34,7.27,4.12,15.98,59.06,100.97
0.75,7.43,7.53,3.31,17.44,58.81,100.92
0.77,7.6,7.69,2.96,15.44,58.31,101.53
0.73,7.35,7.5,2.41,18.69,48.25,101.58
0.66,6.72,6.94,2.7,22.01,32.12,101.12
0.5,5.02,7.1,2.53,23.88,29.75,100.03
0.64,6.49,7.43,4.8,20.37,55.19,100.04
0.74,7.59,7.74,3.07,17.56,54.88,100.93
0.66,6.72,7.32,4.52,18.12,71.44,100.78
0.72,7.36,7.68,3.62,18.24,66.62,101
0.72,7.39,7.59,3.35,19.13,64.38,101.01
0.67,6.97,7.44,5.59,19.32,69.62,100.55
0.38,3.92,6.43,2.42,20.62,71.69,100.34
0.48,5.06,6.68,5.59,19.05,81.06,100.13
0.52,5.47,6.83,4.37,18.93,79.06,100.01
0.52,5.39,7.27,4.8,18.71,69.31,100.47
0.52,5.54,7.62,2.62,19.75,60.81,100.53
0.63,6.72,7.72,2.12,19.09,64.75,100.38
0.64,6.81,7.86,1.48,19.65,59.94,100.64
0.62,6.71,7.73,3.02,21.16,51.25,100.72
0.4,4.27,7.41,4.03,23.03,51.06,100.69
0.3,3.16,6.89,4.27,21.11,65.44,100.35
0.48,5.11,6.88,2.48,22.12,64.44,100.08
0.32,3.42,7.12,5.02,19.04,81.44,100.49
0.28,3.09,7.62,6.24,17.85,78.06,101.05
0.72,7.79,7.98,4.02,17.91,69.31,101.32
0.73,7.91,7.97,2.75,19.01,67.88,101.15
0.69,7.48,7.8,1.72,21.79,60.38,100.98
0.68,7.48,7.74,3.95,20.57,73.19,100.86
0.59,6.51,7.53,3.46,21.55,71.81,100.66
0.62,6.79,7.49,5.37,20.4,69.38,101.06
0.62,6.84,7.97,5.01,19.9,78.56,101.33
0.69,7.62,8.02,3.23,20.5,72.38,101.26
0.72,8.01,8.08,2.67,21.86,64.19,101.25
0.73,8.07,8.15,2.97,21.66,61.81,101.44
0.72,8,8.06,2.34,22.42,55.38,101.53
0.73,8.2,8.23,1.8,25.19,39.88,101.39
0.72,8.02,8.04,1.96,27.86,35.44,100.99
0.62,6.96,7.82,2.71,26.55,49.75,100.77
0.7,7.82,8,2.27,28.76,43.62,100.6
0.73,8.13,8.2,2.69,31.09,24.88,100.6
0.52,5.81,8.18,2.59,30.03,29.25,100.52
0.6,6.82,7.14,5.72,26.37,50.38,100.74
0.47,5.32,7.91,7.1,22.95,56,101.24
0.61,6.92,7.72,4.65,22.01,61.12,101.58
0.55,6.18,7.86,2.5,23.19,55.5,101.64
0.65,7.33,7.91,1.69,26.04,48.38,101.39
0.67,7.62,8.07,2.2,27.79,41.38,100.7
0.62,6.99,8.17,3.06,27.3,53.62,100.08
0.65,7.4,7.98,5.8,22.57,59.44,100.39
0.43,4.91,7.76,7.05,20.65,54.62,100.81
0.78,8.94,9.05,2.86,19.92,40.44,101.17
0.71,8.12,8.71,4.02,20.89,49.44,101.22
0.7,8,8.71,2.68,20.73,52.19,101.43
0.75,8.58,8.64,3.45,22.15,48.06,101.52
0.73,8.41,8.53,2.45,25.44,33.12,101.31
0.74,8.52,8.59,2.99,25.08,50.62,101.27
0.74,8.5,8.54,3.41,23.69,59,101.35
0.66,7.53,8.19,4.69,23.33,63.62,101.17
0.66,7.67,8.17,5.55,22.87,69.75,101.1
0.48,5.44,8,4.73,22.09,73.44,101.3
0.71,8.15,8.57,4.55,21.55,68.06,101.48
0.7,7.99,8.3,3.95,21.12,62.56,101.56
0.61,7.03,7.81,3.64,21.97,63.12,101.31
0.68,7.8,7.88,2.98,23.59,67.44,101.23
0.67,7.7,7.8,3.71,24.57,70.12,101.18
0.68,7.81,8.04,3.8,26.05,62.5,100.99
0.69,7.96,8.38,4.44,26.69,56.44,101.04
0.75,8.59,8.65,3.84,25.78,58.25,101.16
0.73,8.48,8.63,3.7,26.75,60.62,101.09
0.73,8.49,8.58,2.4,28.99,51.5,100.96
0.72,8.23,8.34,2.46,32.59,26.12,100.8
0.65,7.42,7.95,1.72,33.56,25.62,100.66
0.65,7.46,7.96,2.2,30.02,48,100.65
0.71,8.19,8.24,2.85,30.33,49.69,100.68
0.7,8.12,8.16,2.83,29.69,54.69,100.81
0.7,8.06,8.2,2.12,31.98,42.44,100.86
0.7,7.99,8.13,1.84,32.65,32.81,100.72
0.5,5.75,7.99,3.29,29.39,55.69,100.8
0.62,7.16,7.83,4.83,29.08,66.94,101
0.59,6.74,7.98,3.89,29.23,60.12,100.98
0.73,8.28,8.37,2.9,29.21,49.94,100.99
0.67,7.66,8.06,2.34,30.11,40.62,100.86
0.68,7.74,7.99,3.3,31.01,39.69,100.7
0.69,7.83,7.9,3.08,28.67,58.81,101.02
0.57,6.53,7.78,3.74,27.79,64,101.2
0.59,6.78,7.78,2.84,29.76,57.94,100.9
0.68,7.73,7.8,5.52,27.75,61.31,100.9
0.73,8.28,8.38,4,27.63,55.06,101.14
0.7,7.97,8.21,3.63,28.18,56.81,101.21
0.7,7.99,8.17,3.9,26.9,60.69,101.16
0.7,7.94,8.1,2.73,27.12,57,101.08
0.66,7.46,8.01,2.62,27.82,50.31,101
0.7,7.83,7.99,3.38,28.91,48.88,101
0.69,7.73,7.92,3.32,29.24,51.62,101.02
0.55,6.14,7.76,4.03,28.44,55.5,101.02
0.68,7.68,7.9,3.53,27.19,65.69,101.1
0.72,8.1,8.15,3.68,27.53,63.62,101.1
0.74,8.33,8.37,3.72,27.14,59.94,101.22
0.73,8.21,8.26,2.9,27.42,62.31,101.23
0.76,8.42,8.46,2.82,27.42,56.69,101.2
0.74,8.27,8.38,1.81,28.48,45.81,101
0.73,8.19,8.27,2.18,29.16,47.06,100.94
0.71,7.87,8.09,1.94,29.88,43.38,100.9
0.6,6.66,7.87,2.05,30.93,41.38,100.81
0.7,7.67,7.86,3.06,30.62,52.81,100.87
0.73,7.97,8.01,3.24,30.08,56.94,100.85
0.72,7.87,7.94,2.27,30.41,54.12,100.63
0.7,7.62,7.79,1.97,32.61,37.25,100.36
0.72,7.87,7.92,3.75,30.47,56.62,100.58
0.73,8.04,8.09,3.1,30.09,53.31,100.77
0.73,7.91,7.95,1.96,30.84,50.19,100.7
0.7,7.59,7.84,1.98,32.51,40.69,100.44
0.72,7.76,7.83,3.91,30.93,56.81,100.21
0.66,7.12,7.54,5.05,30.1,63.25,100.08
0.73,7.79,7.84,4.28,28.98,47.12,100.61
0.71,7.59,7.69,3.61,29.05,54.06,100.73
0.7,7.4,7.63,4.08,28.54,61,100.66
0.62,6.68,7.47,4.17,27.83,60.88,100.38
0.22,2.29,6.94,3.16,27.64,57.75,100.2
0.73,7.74,7.81,2.84,27.7,44.25,100.66
0.73,7.74,7.76,1.54,29.44,42.06,100.74
0.72,7.58,7.6,1.98,30.7,43.62,100.4
0.71,7.43,7.52,3.46,32,45.19,100.18
0.42,4.38,7.1,5.7,27.39,66,100.62
0.63,6.61,6.9,5.47,28.09,75.75,100.41
0.66,6.81,6.82,4.23,29.12,72.5,100.18
0.67,6.93,6.97,4.13,28.91,72.62,100.24
0.67,6.91,7.03,4.1,29.54,74,100.41
0.67,6.87,7.12,4.84,31.86,49.19,100.68
0.72,7.35,7.37,3.13,29.54,63.62,101.01
0.71,7.2,7.21,3.59,29.45,61.44,101.05
0.72,7.27,7.28,3.52,29.12,54.5,101.01
0.7,7.12,7.1,1.59,30.58,51.75,100.72
0.69,6.88,7.15,2.37,31.92,49.06,100.51
0.63,6.35,7.07,3.36,31.1,57.06,100.37
0.67,6.69,6.92,5.41,28.72,57,100.53
0.7,6.94,7.03,3.53,29.24,48.19,100.75
0.7,6.88,7.05,3.38,27.88,54.56,100.99
0.7,6.86,7.08,3.28,28.36,56.69,100.85
0.72,7.01,7.08,2.43,29.56,55.12,100.82
0.72,6.96,7.01,4.7,28.02,59.5,101.24
0.72,6.95,6.94,4.19,26.67,52.38,101.2
0.73,6.96,6.98,3.64,25.69,56.69,101.1
0.73,6.92,7.04,3.48,25.62,60.62,101.32
0.71,6.75,7.04,3.81,25.76,59.88,101.62
0.74,7.02,7.04,2.76,25.97,64.12,101.41
0.73,6.88,6.97,2.13,26.25,59.62,101.03
0.7,6.62,6.64,2.34,26.37,54.06,100.86
0.62,5.81,6.38,2.45,27,63.19,100.85
0.53,4.9,6.44,3.62,27.04,65.12,100.97
0.66,6.09,6.35,3.59,26.65,66.88,101.13
0.48,4.45,5.96,4.63,25.47,78.56,101.1
0.54,4.88,6,4.32,25.94,75.75,100.77
0.58,5.22,5.95,3.15,26.28,81.44,100.8
0.4,3.59,5.73,1.76,27.24,69.88,100.46
0.58,5.15,6.21,3.12,27.04,58.19,100.45
0.73,6.45,6.6,3.1,24.48,47.06,100.63
0.74,6.56,6.52,2.84,23.78,50.75,100.97
0.74,6.48,6.47,1.98,25.08,43.75,100.98
0.73,6.37,6.4,2.09,25.91,48.06,100.94
0.67,5.79,6.24,3.27,26.05,63.62,101.04
0.59,5.11,5.99,3.65,25.84,64.56,100.89
0.68,5.84,5.99,3.45,26.21,65,100.7
0.7,5.99,5.96,4.37,26.79,65.56,100.43
0.66,5.6,5.78,4.13,26.95,73.19,100.35
0.65,5.46,5.88,2.85,27.9,50.5,100.33
0.66,5.48,6.14,3.39,25.78,48.44,100.52
0.57,4.7,5.87,3.9,24.37,49.81,100.51
0.72,5.86,5.9,1.88,23.73,56.06,100.74
0.67,5.47,5.8,2.25,25.4,51.19,100.86
0.73,5.88,5.85,1.97,25.76,55.5,101.04
0.73,5.82,5.78,1.77,26.18,60.5,101.18
0.72,5.71,5.67,2.23,27.36,46,101.18
0.7,5.55,5.59,4.25,28.9,32.94,100.94
0.7,5.46,5.46,3.42,28.93,34.94,100.72
0.21,1.61,5.32,5.88,23.51,62.31,101.11
0.68,5.27,5.6,5.95,21.37,61.12,101.22
0.74,5.72,5.68,3.05,20.95,53.44,101.23
0.72,5.44,5.52,1.79,22.87,43.5,101.14
0.73,5.48,5.53,2.68,22.69,56.12,101.16
0.73,5.44,5.43,2.95,21.73,64.5,101.15
0.71,5.28,5.31,1.3,22.43,63,100.99
0.62,4.59,4.88,2.23,23.65,55,101.04
0.6,4.4,4.97,3.28,24.1,60.31,101.22
0.52,3.8,4.89,3.08,24.6,61.12,100.89
0.58,4.15,4.9,4.41,22.62,62.25,100.64
0.56,4.01,4.96,3.99,22.08,63.69,100.79
0.69,4.83,4.96,2.79,21.21,69,101.04
0.67,4.69,4.7,3.06,22.67,61.5,100.76
0.25,1.72,4.18,2.28,22.84,55.75,100.48
0.65,4.45,4.76,1.75,23.16,61.25,100.58
0.68,4.63,4.7,2.23,23.65,50.75,100.75
0.71,4.79,4.78,2.16,24.21,47.88,100.96
0.7,4.73,4.76,2.18,25.8,37.94,100.96
0.68,4.54,4.66,1.61,25.33,42.38,100.91
0.7,4.58,4.61,2.2,24.3,65,100.9
0.71,4.62,4.65,1.97,23.92,76.56,100.88
0.7,4.5,4.55,2.04,23.05,78.5,101.29
0.7,4.53,4.59,3.06,22.12,79.81,101.6
0.7,4.5,4.5,1.84,23.4,48.12,101.09
0.71,4.51,4.53,2.03,23.26,47.5,100.65
0.7,4.34,4.34,3.03,21.75,67.44,100.87
0.72,4.45,4.4,3.25,21.72,61.38,100.85
0.62,3.82,4.16,2.57,21.9,58.94,100.8
0.47,2.85,4.04,4.05,20.01,61.69,101.18
0.21,1.27,4.08,6.18,18.05,82.5,101.46
0.55,3.3,4.12,3.8,17.89,67.81,102.12
0.68,4.04,4.16,2.79,17.08,61.81,102.02
0.67,3.96,4.11,2.29,17.36,55.69,101.95
0.53,3.13,4.04,1.5,17.42,72.94,102.16
0.62,3.56,4.02,0.91,18.33,75.5,102.18
0.7,3.99,4.04,1.34,18.63,68.12,101.96
0.62,3.57,3.92,3.44,18.07,72,101.99
0.6,3.39,3.96,3.15,17.6,68,101.57
0.46,2.57,3.85,2.53,18.23,57.44,101.15
0.61,3.41,3.9,1.42,17.99,62.44,101.48
0.71,3.93,3.88,2.2,18.06,59.69,101.66
0.71,3.91,3.89,2.91,16.87,53.88,101.52
0.72,3.91,3.88,3.68,16.3,48.5,101.43
0.57,3.09,3.63,2.55,16.78,61.19,101.67
0.7,3.74,3.69,1.7,18.32,74.25,101.95
0.69,3.65,3.77,3.96,17.01,51.62,101.67
0.7,3.7,3.71,2.16,15.53,56.56,101.11
0.47,2.47,3.59,4.44,15.62,59.31,100.44
0.69,3.57,3.64,3.04,16.98,65.75,100.68
0.71,3.67,3.62,2.3,16.41,65.19,101.07
0.71,3.65,3.59,2.77,16.85,58.44,101.31
0.7,3.57,3.52,1.91,17.32,58.44,101.42
0.54,2.73,3.4,2.8,17.43,76.94,101.43
0.67,3.38,3.41,2.55,16.06,79.19,101.44
0.57,2.85,3.36,3.66,15.59,79.31,101.59
0.27,1.36,3.27,4.62,16.8,84.06,101.86
0.34,1.69,3.22,3.82,16.87,75.12,102.07
0.54,2.67,3.18,1.66,15.61,81.5,101.84
0.55,2.73,3.23,1.25,14.83,77.31,101.7
0.66,3.19,3.24,2.82,14.64,69.69,101.75
0.7,3.39,3.42,3.12,14.83,68.81,101.83
0.68,3.28,3.35,5.39,13.77,65.31,101.22
0.62,3,3.37,4.74,12.85,65.81,100.77
0.7,3.37,3.35,2.72,12.79,72.06,100.97
0.62,3,3.29,2.48,13.13,63.81,101.33
0.47,2.25,3.05,1.53,15,58.19,101.95
0.35,1.68,2.96,1.66,16.18,60.56,101.94
0.62,2.94,3.13,4.96,15.34,80.06,101.63
0.28,1.32,2.69,5.26,16.18,69.62,101.06
0.59,2.8,2.8,2.34,13.44,59.31,101.43
0.6,2.83,2.88,3.67,15.38,78.25,101.66
0.16,0.75,2.59,3.8,14.83,88.81,101.59
0.33,1.52,2.69,1.73,14.17,83.19,101.44
0.59,2.75,3.1,3.43,14.15,76.88,101.22
0.7,3.3,3.26,4.24,12.51,69.12,101.26
0.63,2.97,3.16,1.37,12.8,57.62,101.58
0.7,3.26,3.23,2.63,12.08,63.56,101.51
0.73,3.4,3.37,2.3,10.65,65.06,101.64
0.51,2.36,3.24,1.38,12.33,58.25,101.65
0.66,3.07,3.3,4.88,11.23,64.25,101.27
0.37,1.73,3.15,4.92,10.59,75.12,101.1
0.59,2.77,3.12,4.3,12.51,84.62,102
0.68,3.22,3.18,2.67,12.33,83.69,102.54
0.66,3.13,3.17,1.57,12.75,82.5,102.56
0.48,2.26,3.23,0.94,12.68,76.06,102.5
0.69,3.25,3.24,1.12,13.38,69.44,102.82
0.71,3.39,3.37,2.59,12.26,72.81,103.29
0.73,3.51,3.46,2.07,11.41,62.31,103.18
0.52,2.48,3.35,3.86,11.07,69.12,102.58
0.56,2.72,3.42,4.03,11.56,73.81,102.44
0.73,3.51,3.49,3.7,10.49,68.94,102.43
0.73,3.53,3.49,4.72,10.97,67,102
0.59,2.89,3.4,1.98,11.76,76.25,102.28
0.66,3.26,3.4,2.14,11.88,71.31,102.25
0.66,3.22,3.37,3.9,10.75,69.12,101.95
0.66,3.22,3.42,2,11.97,66.88,102
0.69,3.42,3.43,1.56,12.94,74.94,102.26
