ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.7,3.5,3.45,3.04,12.21,64,102.45
0.73,3.65,3.63,2.16,12.68,66.88,102.26
0.7,3.56,3.56,2.26,13.08,78.44,102.27
0.72,3.66,3.66,1.52,12.53,74.44,102.33
0.72,3.66,3.65,2.63,11.64,72.94,102.18
0.69,3.51,3.59,1.84,12.57,67.88,102.11
0.66,3.4,3.57,1.15,13.9,58.38,102.22
0.68,3.56,3.59,1.95,12.92,82.81,102.48
0.73,3.79,3.74,2.68,12.79,70.31,102.3
0.7,3.68,3.79,2.09,12.79,66.88,102.03
0.72,3.84,3.87,2.21,12.72,61.25,101.68
0.7,3.78,3.79,2.72,13.07,61,101.1
0.71,3.85,3.83,4.52,12.89,55.31,100.72
0.73,4.01,3.99,4.27,11.89,55,100.77
0.68,3.72,3.85,1.49,12.46,57,100.58
0.55,3.05,3.68,2.47,13.87,80.81,100.6
0.57,3.19,3.63,4.89,14.34,80,101.06
0.48,2.68,3.77,3.89,12.12,76.81,102.23
0.48,2.69,3.64,1.44,13.81,72.12,101.66
0.55,3.14,3.68,3.85,15.17,80.12,101.12
0.3,1.78,3.69,4.54,15.03,88.44,101.37
0.43,2.49,3.93,2.14,15.44,75.06,101.62
0.68,3.97,4.2,2.63,12.95,71.19,102
0.67,3.97,4.07,1.34,13.13,74.31,101.76
0.54,3.21,3.87,4.02,13.39,72.62,101.19
0.71,4.29,4.43,3.77,11.26,61.19,101.52
0.64,3.88,4.27,3.29,10.64,63.62,100.96
0.54,3.3,4.18,2.8,11.74,67.75,100.5
0.71,4.41,4.48,2.68,12.33,68.75,100.84
0.66,4.1,4.41,6.13,13.94,58.94,100.46
0.59,3.67,4.6,6.09,14.58,54.94,100.66
0.73,4.62,4.67,4.33,14.53,57.81,101.22
0.66,4.25,4.61,3.3,15.18,57.88,101.36
0.69,4.43,4.79,2.03,15.94,63.12,101.37
0.73,4.8,4.77,1.35,16.44,60.81,101.37
0.7,4.56,4.82,2.19,16.74,56.88,101.18
0.74,4.93,4.94,2.42,14.16,66.56,101.36
0.72,4.79,4.84,2.15,14.3,62.81,101.14
0.59,4.01,4.63,1.8,14.07,72.94,100.78
0.5,3.4,4.74,3.21,14.3,69.38,100.27
0.72,4.97,5.06,2.67,12.92,64.06,100.51
0.57,3.94,5.06,3.7,13.87,65.5,100.63
0.12,0.84,4.16,8.67,13.67,83.12,100.31
0.63,4.46,5.12,3.3,13.21,67.19,100.84
0.66,4.73,5.18,2.8,14.37,61.88,101.14
0.74,5.31,5.28,2.52,14.29,64.19,101.35
0.58,4.18,5.29,3.16,13.64,59.06,101.13
0.58,4.24,5.41,4.41,12.23,62.81,101.39
0.77,5.62,5.62,3.57,12.02,62.81,101.71
0.75,5.59,5.56,4.28,14.22,50,101.42
0.75,5.6,5.62,3.22,16.03,45.31,101.36
0.74,5.63,5.62,1.41,17.69,56.31,101.53
0.75,5.69,5.71,1.16,19.26,48.31,101.48
0.73,5.64,5.67,1.33,19.89,46.75,101.38
0.67,5.23,5.57,3.05,16.45,82,101.48
0.4,3.11,5.39,2.01,15.9,80.06,100.68
0.24,1.9,5.6,4.1,12.04,84.56,99.46
0.16,1.33,4.95,7.23,14.17,89.38,99.94
0.63,5.05,5.71,5.98,14.18,69.5,100.75
0.52,4.23,5.67,1.63,12.24,69.94,100.9
0.49,4.01,5.6,1.18,13.5,65.94,101
0.6,4.94,5.83,3.31,13.37,73.12,101.63
0.7,5.72,5.85,2.71,13.49,74.94,102.01
0.69,5.69,5.77,1.55,14.56,69.75,101.86
0.66,5.54,5.88,3.41,14.33,72.56,101.53
0.43,3.62,5.4,6.36,14.79,78.88,101.02
0.6,5.12,5.89,3.58,14.37,73,101.41
0.73,6.22,6.28,5.22,14.82,56.5,100.28
0.53,4.59,6.54,5.44,13.53,45.88,99.4
0.73,6.39,6.7,5.05,11.05,47.75,99.83
0.45,3.91,6.5,4.47,9.65,56.81,100.05
0.64,5.61,6.61,6.18,10.65,52.12,100.8
0.77,6.73,6.73,4.98,11.75,41.06,100.66
0.71,6.33,6.59,2.88,15,43.31,100.38
0.48,4.37,6.41,4.74,14.03,80.12,100.54
0.73,6.53,6.6,4.27,14.2,73.25,100.69
0.66,5.92,6.36,4.57,15.12,75.19,100.31
0.71,6.46,6.66,3.37,15.8,59.94,100.31
0.69,6.28,6.84,3.37,14.98,57.69,100.8
0.73,6.8,6.9,1.93,16.33,53.62,101.32
0.73,6.77,6.96,5.19,16.23,69.94,101.14
0.43,4,5.17,3.86,18.55,72.75,100.6
0.52,4.95,6.22,3.03,16.91,81.19,100.26
0.63,5.98,7.08,2.89,16.55,51.25,100.14
0.55,5.17,6.76,3.64,15.83,71.62,100.34
0.69,6.55,6.98,3.38,15.3,73.25,101.04
0.7,6.71,6.87,4.32,16.13,74,101.21
0.66,6.42,6.95,4,16.56,77.94,101.18
0.7,6.86,6.97,3.45,16.89,76.31,101.28
0.65,6.32,6.63,3.73,17.77,76,101.11
0.62,6.12,6.64,4.38,19.38,74.38,100.86
0.36,3.56,6.39,3.3,18.34,84.62,100.69
0.58,5.69,5.88,5.28,20.06,61.38,100.16
0.72,7.17,7.34,2.91,18.69,53.38,100.63
0.66,6.66,7.25,1.83,19.52,57.88,100.65
0.6,6.06,7.07,3.9,17.81,78,100.63
0.62,6.3,7.09,3.88,17.6,77.62,100.94
0.66,6.62,7.18,6.29,17.7,77.12,100.88
0.43,4.37,5.85,6.26,20,68.31,99.93
0.34,3.42,6.24,5.62,18.68,75.38,100.28
0.68,6.98,7.02,3.95,17.76,67.56,100.83
0.7,7.22,7.22,4.51,17.77,74.81,101.17
0.55,5.77,6.86,6.41,17.99,84.5,101.2
0.11,1.16,6.45,5.48,17.44,91.69,100.82
0.15,1.53,6.1,5.95,16.9,90.69,100.37
0.2,2.01,6.45,5.68,16.89,85.81,100.52
0.61,6.4,7.36,5.6,17.58,77.88,100.88
0.59,6.28,7.37,3.27,17.78,83.06,101.1
0.53,5.58,7.16,3.04,17.64,84.75,100.79
0.6,6.38,7.47,3.71,18.51,80.25,100.48
0.67,7.15,7.72,1.75,19.96,67.81,100.69
0.54,5.78,7.07,2.97,19.5,65.56,100.82
0.52,5.64,7.14,3.55,23.69,57.81,99.96
0.67,7.25,7.26,5.4,20.87,65.06,99.81
0.63,6.85,7.68,4.44,19.25,67.19,100.2
0.61,6.63,7.85,2.05,18.94,60.69,100.8
0.59,6.41,7.88,2.01,19.58,60.62,101.07
0.59,6.4,7.99,3.84,19.79,59.25,101.35
0.75,8.15,8.23,2.67,20.75,55.69,101.59
0.77,8.35,8.43,1.55,22.78,41.69,101.44
0.77,8.4,8.46,1.55,24.24,38.19,101.11
0.77,8.38,8.45,2.03,23,47.62,101.04
0.75,8.27,8.29,1.89,24.77,38.19,101.01
0.75,8.27,8.3,2.89,26.47,33.88,100.81
0.7,7.79,7.88,5.2,22.19,59.81,101.16
0.55,6.17,7.53,4.77,20.62,58.69,101.15
0.66,7.28,8.07,3.24,20.69,56.12,100.97
0.52,5.76,8.2,2.76,22.66,54,100.57
0.71,7.95,8.34,3.09,21.27,65.38,100.74
0.73,8.12,8.15,3.31,23.47,58.25,100.62
0.66,7.47,7.83,3.34,23.08,71.69,100.61
0.68,7.67,7.75,3.73,23.12,68.56,100.69
0.58,6.54,7.85,2.54,23,62.38,100.68
0.7,7.82,8.05,2.34,24.09,55.12,100.64
0.71,8.05,8.26,3.06,24.8,60.12,100.4
0.64,7.28,8.05,3.3,28.92,48.69,99.96
0.67,7.59,7.74,5.3,27.09,42.62,99.84
0.73,8.26,8.44,3.11,24.33,49.31,100.29
0.7,7.92,8.64,3.96,22.18,53.75,100.72
0.73,8.31,8.59,3.13,21.58,59.25,100.98
0.73,8.4,8.51,3.04,23.39,55.56,101
0.65,7.39,8.01,2.34,25.7,48.94,100.78
0.43,4.92,7.97,6.71,20.78,75.25,100.78
0.66,7.52,8.48,3.13,20.09,57.88,100.76
0.58,6.63,8.49,3.16,20.98,53.69,100.76
0.73,8.38,8.53,1.56,23.01,52.81,100.75
0.45,5.11,7.78,3.48,25.94,45.44,100.43
0.62,7.05,7.24,3.8,28.4,50.31,99.96
0.72,8.24,8.37,6.23,24.53,59.12,100.55
0.73,8.45,8.53,4.24,23.42,61.44,100.94
0.71,8.14,8.23,2.83,23.9,61.44,100.91
0.52,5.89,8.16,2.77,23.59,65.25,100.87
0.65,7.5,8.15,2.33,25.21,60.25,100.67
0.59,6.75,8.03,3.08,24.95,65.75,100.47
0.69,7.9,8.21,4.97,26.01,65,100.45
0.73,8.32,8.39,3.95,26.39,68.88,100.49
0.73,8.38,8.43,5.58,25.2,68.94,100.67
0.74,8.5,8.57,4.69,25.16,68.25,100.65
0.73,8.36,8.43,4.3,27.31,67.12,100.47
0.7,8.05,8.16,2.48,32.33,32.94,100.39
0.71,8.2,8.28,3.26,33.55,31.12,100.51
0.69,7.91,8,3.39,28.18,66.94,100.71
0.67,7.75,8.16,3.2,28.27,64.88,100.69
0.71,8.17,8.25,2.34,30.51,57.75,100.74
0.73,8.33,8.39,2.93,33.3,32.44,100.9
0.71,8.15,8.32,2.56,34.37,23.56,100.77
0.7,8.09,8.19,3.5,34.56,21.56,100.23
0.71,8.18,8.23,6.12,27.09,56.44,100.41
0.71,8.2,8.25,5.54,26.14,63.25,100.63
0.62,7.07,7.96,4.86,26.3,73.44,100.8
0.66,7.65,8.07,5.6,26.68,68.44,100.91
0.68,7.81,8.05,4.98,26.65,69.69,100.63
0.59,6.78,7.86,5.12,26.96,74.56,100.34
0.7,8.07,8.15,4.67,26.42,68.88,100.71
0.73,8.31,8.37,2.1,28.45,57.44,100.68
0.72,8.17,8.3,5.47,27.5,55.31,100.96
0.74,8.47,8.54,4.79,25.67,49.06,101.15
0.73,8.39,8.46,2.95,25.59,61.38,101.09
0.7,7.95,8.05,2.88,26.51,56.81,101.01
0.7,7.9,7.96,2.36,29.31,53.38,100.68
0.7,7.94,7.99,5.57,27.96,60.62,100.66
0.72,8.15,8.26,6.4,25.33,49.75,101.03
0.73,8.36,8.42,4,26.11,49.81,101.25
0.73,8.26,8.29,3.28,25.13,53.62,101.32
0.7,7.95,8.03,3.69,25.51,58.19,101.22
0.71,8.05,8.26,4.19,26.11,53.12,101.24
0.74,8.38,8.45,3.67,25.11,63.38,101.21
0.75,8.4,8.48,3.47,25.65,57.19,101.15
0.73,8.14,8.5,2.21,27.23,46.62,100.98
0.73,8.26,8.33,1.8,28.54,43.31,100.82
0.73,8.09,8.14,1.81,29.26,43.62,100.8
0.71,7.91,8.03,1.84,30.22,40.44,100.81
0.72,8.02,8.05,1.91,30.3,36.75,100.71
0.72,8.03,8.07,1.95,30.98,33.5,100.55
0.73,8.03,8.12,1.22,32.29,27.25,100.51
0.72,7.93,7.98,3.73,30.22,44.19,100.64
0.72,7.97,8,3.49,28.32,52.88,100.74
0.73,8.08,8.13,3.55,28.11,58,100.87
0.75,8.21,8.26,3.75,27.96,58.06,100.89
0.73,7.95,8.07,2.47,29.72,50.56,100.78
0.73,8.06,8.1,1.85,30.82,47.25,100.59
0.73,8.06,8.15,2.44,30.12,44.25,100.58
0.73,7.97,8,4.14,28.81,53.12,100.75
0.73,7.86,7.94,3.59,27.87,62.38,100.77
0.73,7.84,7.88,3.16,27.96,63,100.9
0.71,7.66,7.69,2.76,28.79,58.81,100.9
0.73,7.86,7.9,4.09,28.19,54.44,100.67
0.72,7.75,7.79,3.54,27.73,54.81,100.5
0.7,7.51,7.57,3.22,28.55,51.31,100.53
0.59,6.22,7.28,2.65,32.42,34.19,100.3
0.69,7.32,7.36,5.94,28.81,56.06,100.51
0.38,4.08,7.25,3.32,25.97,57.94,100.65
0.59,6.28,7.31,3.14,26.55,64.75,100.65
0.66,6.91,7.4,3.25,27.88,62.88,100.65
0.67,7.07,7.33,3.12,29.19,55.19,100.6
0.71,7.4,7.43,3.34,29.2,59.81,100.67
0.71,7.39,7.39,4.03,28.22,64.88,100.67
0.71,7.33,7.38,3.34,28.6,61.06,100.51
0.71,7.31,7.33,3.49,28.22,61.5,100.82
0.7,7.21,7.24,2.87,28.45,54.69,100.87
0.68,6.95,7.08,3.16,31.26,44,100.42
0.43,4.36,6.82,3.71,32.42,49.06,100.11
0.62,6.26,6.8,4.77,33.86,40.75,99.89
0.66,6.7,6.83,4.27,35.34,24.5,99.9
0.46,4.61,6.77,4.62,31.69,49.25,100.26
0.7,7.02,7,5.19,29.74,68.25,100.79
0.71,7.09,7.08,4.27,29.18,61.75,101.15
0.7,6.9,6.89,2.81,28.65,64.31,101.25
0.7,7,6.99,2.18,30.4,52.38,100.98
0.71,6.98,6.99,2.32,30.17,54.19,100.88
0.7,6.89,6.89,1.89,30.55,48.19,100.81
0.7,6.85,6.89,2.26,31.38,40.88,100.66
0.7,6.79,6.8,3.49,30.27,47.12,100.62
0.7,6.72,6.72,4.75,27.82,56.19,100.86
0.67,6.45,6.65,3.8,26.75,56.69,100.96
0.69,6.61,6.71,3.77,27.76,63.94,100.82
0.55,5.21,6.61,2.73,28.32,62.12,100.64
0.68,6.42,6.69,4.6,27.03,60,100.88
0.65,6.08,6.52,3.81,26.13,59.12,101.08
0.7,6.55,6.69,3.91,25.87,52.94,100.94
0.73,6.82,6.83,4.36,25.12,58.12,101.04
0.7,6.48,6.66,3.01,25.28,58.31,100.98
0.7,6.41,6.47,2.64,26.87,56.12,100.9
0.65,5.96,6.04,2.44,29.94,38.88,100.74
0.59,5.41,6.07,4.33,28.14,67.06,100.96
0.62,5.67,5.88,4.59,27.54,68.19,101.02
0.58,5.19,6.07,4.81,26.69,75.44,101.13
0.66,5.9,5.91,4.05,26.26,72.5,101.29
0.68,6.08,6.08,3.7,26.97,68.5,101.36
0.66,5.84,5.92,2.26,28.73,63.31,101.18
0.66,5.74,6.01,1.23,30.21,48.56,100.96
0.61,5.31,6.02,3.34,28.43,58.12,101.05
0.61,5.28,5.82,3.88,26.65,67.62,101.33
0.69,5.92,5.96,4.2,25.46,62.5,101.49
0.47,4.02,5.76,3.29,25.19,63.19,101.39
0.44,3.74,5.61,5.12,25.9,67.19,101.18
0.56,4.77,5.35,3.59,28.76,52.56,100.53
0.64,5.36,5.93,4.87,25.79,52.75,100.66
0.72,6.02,6,2.91,24.98,46.12,100.81
0.72,5.93,5.91,4.43,27.51,37,100.37
0.7,5.78,5.81,4.93,24.73,64.25,100.84
0.62,5.12,5.48,3.91,25.52,74.44,101.16
0.42,3.42,5.39,2.45,27.07,72.06,101.23
0.61,4.93,5.42,4.13,25.94,74.62,101.33
0.65,5.16,5.38,4.05,25.59,69.88,101.11
0.66,5.22,5.36,4.3,25.17,70.69,101.12
0.68,5.31,5.27,4.33,24.68,69.06,101.32
0.69,5.37,5.35,3.44,24.57,65.06,101.29
0.57,4.39,5.13,1.87,26.61,48.19,100.8
0.69,5.28,5.48,4.3,24.64,61.44,100.78
0.67,5.13,5.44,3.62,24.02,57.81,101.16
0.65,4.91,5.36,2.58,23.36,52.62,101.36
0.63,4.72,5.27,1.61,23.54,56.88,101.22
0.66,4.93,5.07,2.46,24.94,56.94,100.91
0.66,4.84,4.9,2.82,26.77,48.88,100.78
0.41,3,4.67,1.28,26.01,42.44,100.48
0.52,3.74,4.78,6.15,21.87,72.38,100.75
0.63,4.53,4.98,4.93,20.89,69.62,101.24
0.71,5.09,5.08,3.8,20.87,72.31,101.31
0.66,4.71,4.79,5.23,22.07,74.94,101.17
0.63,4.42,4.73,5.05,22.38,76.88,101.04
0.62,4.35,4.62,3.45,21.71,76.44,101.05
0.65,4.48,4.82,2.37,20.82,64.75,100.81
0.62,4.2,4.64,5.89,17.23,51.56,100.81
0.68,4.62,4.89,6.52,17.05,51.19,100.93
0.62,4.19,4.75,2.76,17.97,55.19,100.67
0.62,4.13,4.53,2.8,20.42,46.81,100.53
0.64,4.22,4.58,2.84,21.67,37.38,100.37
0.61,3.99,4.22,3.79,21.3,80.12,100.37
0.63,4.14,4.22,1.61,23.12,65.94,100.91
0.45,2.86,3.91,4.3,21.73,87.19,101.2
0.31,2.01,3.96,2.3,22.43,83.94,100.72
0.67,4.27,4.35,5.19,20.67,60.81,100.02
0.52,3.27,4.26,3.3,19.98,58.06,100.52
0.73,4.56,4.51,4.11,18.72,49.38,101.11
0.64,3.97,4.34,2.59,19,57.94,101.25
0.41,2.5,4.32,2.99,18.62,67.56,101.2
0.68,4.13,4.3,2.14,18.51,66.56,101
0.63,3.79,4.19,2.69,18.07,63.12,101.37
0.64,3.81,4.23,2.64,17.68,62.31,101.71
0.62,3.69,4.09,3.56,17.51,59.56,101.53
0.67,3.95,4.15,2.77,16.35,63.5,101.68
0.72,4.18,4.14,4.7,16.46,54.94,101.45
0.74,4.25,4.22,3.34,15.64,60.94,101.64
0.74,4.25,4.2,2.33,15.17,57.62,101.62
0.75,4.25,4.22,4.19,15.22,50.19,101.24
0.69,3.88,4.01,1.65,15.26,52.12,101.05
0.72,3.99,3.96,2.66,16.74,46.19,100.45
0.7,3.91,3.89,2.23,15.26,58.19,100.26
0.7,3.8,3.9,4.15,14.55,56.94,100.53
0.7,3.8,3.79,3.89,11.62,55.12,101.15
0.76,4.11,4.07,3.52,10.98,50.12,101.22
0.74,3.96,3.97,4.79,12.94,39.06,101.12
0.7,3.7,3.71,4.27,15.89,35.69,101.24
0.62,3.25,3.59,3.39,16.6,36.81,101.25
0.66,3.45,3.68,2.5,18.44,34.31,100.83
0.65,3.37,3.42,3.85,19.08,37.19,100.47
0.66,3.45,3.62,2.95,17.64,67.06,100.9
0.45,2.3,3.27,3.27,19.86,46.19,100.69
0.27,1.39,3.21,2.69,18.17,44.5,100.72
0.47,2.38,3.35,1.88,16.93,38.88,100.63
0.71,3.57,3.52,3.1,15.01,41.12,100.48
0.7,3.48,3.44,4.25,13.49,53.75,100.5
0.62,3.13,3.47,2.87,13.83,66.75,100.98
0.73,3.6,3.55,1.47,13.9,63.12,101.53
0.68,3.37,3.4,1.96,15.09,66.69,101.51
0.7,3.46,3.46,2.88,14.19,64.5,101.26
0.69,3.37,3.43,3.17,14.28,62.75,101.34
0.68,3.32,3.47,3.07,14.03,66.75,101.79
0.68,3.29,3.35,2.39,13.8,69.12,101.77
0.58,2.8,3.33,3.01,14.01,68.06,101.5
0.62,2.95,3.28,5.71,14.61,59.25,101.18
0.7,3.38,3.36,3.5,14.15,62.31,101.06
0.72,3.44,3.38,4.19,14.09,68,100.94
0.62,2.98,3.45,2.87,12.73,67,101.2
0.65,3.08,3.31,4.02,11.43,60.56,101.53
0.72,3.41,3.41,3.77,10.78,64,101.85
0.6,2.84,3.28,3.31,10.27,64.5,101.64
0.68,3.21,3.25,2.98,9.33,67.88,101.33
0.72,3.4,3.35,4.72,8.99,56.25,101.01
0.73,3.46,3.46,2.05,8.01,60.12,101.5
0.7,3.3,3.41,3.85,7.57,55.06,101.99
0.7,3.24,3.35,1.58,9.59,52.12,102.37
0.55,2.57,3.17,1.59,11.18,54.75,102.26
0.53,2.5,3.21,3.34,12.37,57.56,101.88
0.46,2.16,3.13,3.77,12.96,59.75,101.59
0.57,2.67,2.63,2.05,12.28,53.5,101.39
0.65,3.05,3.04,1.44,13.09,58.69,101.36
0.58,2.72,3.07,4.79,12.79,86.44,101.39
0.42,1.98,2.99,6.22,12.8,85.12,101.51
0.29,1.37,3.05,5.8,12.81,84.81,101.75
0.2,0.92,2.93,5.6,11.41,90.75,101.66
0.41,1.92,3.16,4.52,10.03,88.75,101.21
0.34,1.58,2.98,2.91,11.92,87.25,100.83
0.52,2.47,3.31,5.98,11.82,72.12,100.97
0.61,2.9,3.24,4.16,11.27,71.94,101.4
0.73,3.47,3.42,4.52,9.15,66.69,101.46
0.63,3.05,3.35,6.47,8.77,62,100.89
0.39,1.86,3.26,3.62,11.41,55.56,100.54
0.47,2.25,3.08,2.37,10.93,74.75,101.09
0.69,3.35,3.37,4.39,12.27,89.25,101.71
0.7,3.39,3.44,3.21,12.34,89.38,101.79
0.47,2.3,3.33,2.65,12.46,90.31,101.6
0.67,3.31,3.35,2.68,13.19,86.69,101.55
0.48,2.41,3.22,1.8,12.48,90.69,101.77
0.53,2.63,3.31,1.41,12.59,83.56,101.68
0.67,3.38,3.37,3.71,11.95,79.19,101.45
0.73,3.64,3.64,1.85,11.94,72.94,101.61
0.74,3.75,3.69,3.82,11.25,68.12,101.59
0.65,3.32,3.6,2.98,11.69,61.19,101.56
0.7,3.62,3.6,4.1,10.97,59.31,101.29
0.62,3.22,3.77,4.7,11.26,62.94,101.25
0.47,2.42,3.64,3.64,10.98,75.81,101.68
0.65,3.41,3.78,3.03,10.94,76.44,102.14
0.62,3.28,3.71,2.45,11.33,80.44,102.3
0.73,3.87,3.81,2.3,11.93,77.56,102.27
0.73,3.89,3.88,4.51,12.24,66.56,101.61
0.63,3.43,3.75,5.29,12.45,63.31,101.17
0.67,3.66,3.78,6.46,10.54,67.44,101.77
0.71,3.91,3.87,4.58,10.45,75.19,102.44
0.72,3.95,3.96,1.51,10.54,72,102.6
0.72,4.01,4.02,1.23,10.47,69.25,102.55
0.75,4.2,4.2,1.73,11.45,52.44,102.19
0.73,4.15,4.15,1.94,10.5,80.88,102.33
0.74,4.24,4.18,2.92,11.27,70.94,102.24
0.73,4.21,4.15,2.8,10.97,54.75,101.86
0.66,3.84,4.04,1.55,11.32,74.44,101.58
0.66,3.86,4.03,1.23,12.36,65.56,101.19
0.69,4.08,4.19,1.76,12.3,67.06,101.35
0.73,4.31,4.28,2.16,12.07,56.19,101.55
0.7,4.23,4.32,1.69,12.26,61.5,101.9
0.73,4.47,4.47,1.54,12.14,71.19,102.3
0.76,4.64,4.58,2.35,12.65,61.75,102.08
0.68,4.2,4.56,5.83,11.35,65.94,101.84
0.52,3.25,4.3,4.58,10.15,71.25,101.91
0.7,4.41,4.54,3.13,10.02,68.69,102.09
0.67,4.26,4.55,2.06,10.81,60.38,101.97
0.69,4.38,4.48,1.66,10.85,48.75,101.93
0.72,4.66,4.65,2.31,12.49,58.69,102.14
0.49,3.22,4.34,4.15,12.38,80.56,102.26
0.52,3.37,4.03,2.07,14.35,60.44,101.37
0.25,1.67,4.51,5.47,12.49,78.75,101.62
0.38,2.5,4.87,5.14,10.64,62,102.8
0.75,5.07,5.13,1.46,8.15,57.5,102.82
0.66,4.5,4.83,3.12,9.84,51,102.26
0.45,3.08,4.62,3.55,12.38,51.38,101.96
0.7,4.84,4.87,1.59,14.21,53.06,101.83
0.56,3.92,4.9,2.62,13.75,77,102.05
0.68,4.77,5.14,2.59,13.1,80.81,102.23
0.62,4.43,5.24,2.28,13.04,82.5,102.22
0.71,5.08,5.1,2.15,14.78,71.75,101.91
0.65,4.71,5.01,1.28,15.48,58.94,101.55
0.67,4.9,5.05,1.9,15.04,65.31,101.43
0.69,5.04,5.21,2.42,14.05,80.75,101.64
0.71,5.29,5.34,1.38,15.09,73.81,101.73
0.69,5.16,5.22,1.53,14.81,78.25,101.64
0.74,5.59,5.55,1.49,16.01,60.81,101.44
0.76,5.75,5.73,1.12,17.49,46.94,101.26
0.61,4.66,5.52,1.52,16.44,45.5,100.58
0.29,2.25,5.5,3.16,13.36,60.56,100.05
0.58,4.5,5.83,5.29,9.5,59.69,100.27
0.73,5.77,5.9,5.38,10.14,50.12,100.71
0.57,4.52,5.8,3.79,11.72,48.88,100.54
0.68,5.41,5.9,1.46,13.57,56.31,100.78
0.73,5.92,5.97,2.1,15.45,55.75,100.67
0.72,5.85,5.98,3.27,16.38,44.62,100.78
0.74,6.08,6.11,1.39,17.58,55.75,101.39
0.75,6.16,6.21,1.9,17.63,53.81,101.37
0.73,6.01,6.06,2.1,18.86,50.94,101.17
0.7,5.88,6.02,2.31,21.02,37.75,100.81
0.48,4.06,5.5,2.27,18.62,63.31,100.76
0.69,5.84,6.17,1.53,18.67,66.06,100.76
0.63,5.41,6.19,4.53,19.01,44.62,100.33
0.45,3.79,5.68,3.43,16.67,69.38,100.24
0.34,2.96,5.69,4.84,15.51,81.81,100.23
0.68,5.91,6.49,4.55,14.44,59.31,100.32
0.46,4.06,6.2,2.8,13.51,71.5,99.36
0.71,6.3,6.36,5.5,16.89,51.19,99.42
0.75,6.66,6.62,6.15,13.88,45.31,100.37
0.77,6.91,6.91,2.75,15.25,38.12,100.77
0.76,6.82,6.9,1.41,16.2,48.12,100.55
0.63,5.7,6.27,5.3,15.9,37.94,100.03
0.62,5.63,6.61,5.64,16.26,48.88,100.39
0.73,6.67,6.89,3.53,14.48,63.88,101.44
0.71,6.57,6.64,2.15,16.39,65.25,101.28
0.62,5.8,6.42,3.41,18.11,59.25,100.64
0.35,3.26,6.96,5.62,13.33,59.12,100.44
0.66,6.19,6.91,4.01,14.46,66.5,101.21
0.76,7.17,7.17,2.61,17.47,52.62,101.1
0.68,6.44,7.12,3.62,15.91,57.88,100.78
0.63,6.02,7.14,3.25,14.83,53.31,100.77
0.76,7.29,7.34,4,16.68,35.69,100.65
0.63,6.12,6.87,4.13,21.14,35.88,100.26
0.41,3.99,5.33,4.76,23.9,33.5,100.12
0.69,6.7,6.7,1.59,22.37,55,100.34
0.52,5.13,6.04,3.22,25.76,28.25,100.08
0.62,6.06,6.13,3.9,26.44,19.88,99.81
0.59,5.84,6.8,5.26,19.87,54.75,100.62
0.45,4.49,6.46,6.42,17.15,60.31,101.25
0.77,7.7,7.75,2.8,17.08,48.5,101.42
0.74,7.46,7.62,3.06,17.66,50.06,101.42
0.71,7.2,7.61,3.45,18.48,58.69,101.15
0.62,6.33,7.01,3.3,21.06,53.25,100.12
0.68,6.9,6.97,2.91,23.2,45.56,100.1
0.63,6.42,6.44,3.95,21.76,49.62,99.86
0.64,6.59,6.59,3.78,23.23,50.25,99.85
0.7,7.14,7.69,3.5,20.01,48.69,100.3
0.77,7.89,8.05,2.35,18.75,61.62,100.96
0.74,7.71,7.91,3.04,18.39,65.25,101.35
0.75,7.79,7.88,2.16,19.29,59.06,101.65
0.76,7.92,7.96,3.2,19.2,58.31,101.8
0.6,6.34,7.86,1.34,19.59,60.44,101.49
0.75,7.92,7.92,4.17,17.91,63.75,101.39
0.72,7.63,8,2.76,18.2,56.62,101.13
0.62,6.64,7.8,3.76,22.51,38.5,100.24
0.66,7.06,7.6,2.25,25.32,43.31,100.07
0.46,4.9,7.13,3.8,21.89,56.38,100.61
0.54,5.79,6.9,3.66,21.64,61.12,101
0.66,7.14,7.32,3.58,21.47,56.5,101.08
0.59,6.31,7.25,3.4,20.62,66,101.06
0.64,6.92,7.47,3.68,20.08,68.5,101.11
0.66,7.2,7.8,3.77,20.01,70.12,100.95
0.47,5.09,7.47,3.71,19.94,69.56,100.83
0.57,6.25,6.91,6.2,19.88,71.81,100.56
0.45,4.98,6.68,7.15,20.98,73.19,99.71
0.63,6.91,7.64,4.17,22.12,64.69,99.99
0.55,6.02,7.48,5.2,19.93,73.12,100.55
0.39,4.27,7.12,4.06,20.55,72.12,100.35
0.64,7.07,8.09,2.52,20.16,63.19,100.56
0.75,8.32,8.39,2.95,20.86,67.88,100.95
0.72,7.93,7.98,2.91,24,50.94,100.83
0.68,7.54,8.01,4.72,23.98,58.88,100.35
0.64,7.12,7.15,4.3,26.61,45.12,99.64
0.67,7.54,7.57,5.33,22.79,62.88,99.9
0.59,6.52,8.01,4.3,23.36,54.25,99.71
0.7,7.81,8.56,4.37,22.73,44.5,100.43
0.73,8.27,8.44,2.12,22.48,54.62,100.77
0.71,7.99,8.28,3.06,23.3,55.62,100.84
0.7,7.9,8.28,2.84,24.51,59.06,100.61
0.71,8.03,8.14,4.13,25.93,53.69,100.41
0.67,7.62,7.67,6.7,25.45,61.69,100.13
